Track,TestCase,Matcher,Label Left,Comment Left,Type Left,URI Left,Relation,Confidence (Matcher),URI Right,Label Right,Comment Right,Type Right,Residual True Positive,Evaluation Result,addedInStep
knowledgegraph,nell-dbpedia,Baseline,"[""cardgame""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:cardgame,=,0.0,http://dbpedia.org/ontology/CardGame,"[""CardGame""]",[],"[""owl:Class"",""rdfs:Class""]",true,false negative,
knowledgegraph,nell-dbpedia,Baseline,"[""judge""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:judge,=,1.0,http://dbpedia.org/ontology/Judge,"[""Judge""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive,simple match
knowledgegraph,nell-dbpedia,Baseline,"[""braintissue""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:braintissue,=,0.0,http://dbpedia.org/ontology/Brain,"[""Brain""]",[],"[""owl:Class"",""rdfs:Class""]",true,false negative,
knowledgegraph,nell-dbpedia,Baseline,"[""bombingevent""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:bombingevent,=,0.0,http://dbpedia.org/ontology/Attack,"[""Attack""]",[],"[""owl:Class"",""rdfs:Class""]",true,false negative,
knowledgegraph,nell-dbpedia,Baseline,"[""politicsissue""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:politicsissue,=,0.0,http://dbpedia.org/ontology/PoliticalConcepts,"[""PoliticalConcepts""]",[],"[""owl:Class"",""rdfs:Class""]",true,false negative,
knowledgegraph,nell-dbpedia,Baseline,"[""profession""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:profession,=,1.0,http://dbpedia.org/ontology/Profession,"[""Profession""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive,simple match
knowledgegraph,nell-dbpedia,Baseline,"[""cave""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:cave,=,1.0,http://dbpedia.org/ontology/Cave,"[""Cave""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive,simple match
knowledgegraph,nell-dbpedia,Baseline,"[""writer""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:writer,=,1.0,http://dbpedia.org/ontology/Writer,"[""Writer""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive,simple match
knowledgegraph,nell-dbpedia,Baseline,"[""monarch""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:monarch,=,1.0,http://dbpedia.org/ontology/Monarch,"[""Monarch""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive,simple match
knowledgegraph,nell-dbpedia,Baseline,"[""grandprix""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:grandprix,=,0.0,http://dbpedia.org/ontology/GrandPrix,"[""GrandPrix""]",[],"[""owl:Class"",""rdfs:Class""]",true,false negative,
knowledgegraph,nell-dbpedia,Baseline,"[""bacteria""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:bacteria,=,1.0,http://dbpedia.org/ontology/Bacteria,"[""Bacteria""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive,simple match
knowledgegraph,nell-dbpedia,Baseline,"[""coach""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:coach,=,1.0,http://dbpedia.org/ontology/Coach,"[""Coach""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive,simple match
knowledgegraph,nell-dbpedia,Baseline,"[""hobby""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:hobby,=,0.0,http://dbpedia.org/ontology/Activity,"[""Activity""]",[],"[""owl:Class"",""rdfs:Class""]",true,false negative,
knowledgegraph,nell-dbpedia,Baseline,"[""musicfestival""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:musicfestival,=,0.0,http://dbpedia.org/ontology/MusicFestival,"[""MusicFestival""]",[],"[""owl:Class"",""rdfs:Class""]",true,false negative,
knowledgegraph,nell-dbpedia,Baseline,"[""archaea""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:archaea,=,1.0,http://dbpedia.org/ontology/Archaea,"[""Archaea""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive,simple match
knowledgegraph,nell-dbpedia,Baseline,"[""director""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:director,=,0.0,http://dbpedia.org/ontology/MovieDirector,"[""MovieDirector""]",[],"[""owl:Class"",""rdfs:Class""]",true,false negative,
knowledgegraph,nell-dbpedia,Baseline,"[""park""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:park,=,1.0,http://dbpedia.org/ontology/Park,"[""Park""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive,simple match
knowledgegraph,nell-dbpedia,Baseline,"[""recordlabel""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:recordlabel,=,0.0,http://dbpedia.org/ontology/RecordLabel,"[""RecordLabel""]",[],"[""owl:Class"",""rdfs:Class""]",true,false negative,
knowledgegraph,nell-dbpedia,Baseline,"[""fish""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:fish,=,1.0,http://dbpedia.org/ontology/Fish,"[""Fish""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive,simple match
knowledgegraph,nell-dbpedia,Baseline,"[""book""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:book,=,1.0,http://dbpedia.org/ontology/Book,"[""Book""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive,simple match
knowledgegraph,nell-dbpedia,Baseline,"[""language""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:language,=,1.0,http://dbpedia.org/ontology/Language,"[""Language""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive,simple match
knowledgegraph,nell-dbpedia,Baseline,"[""museum""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:museum,=,1.0,http://dbpedia.org/ontology/Museum,"[""Museum""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive,simple match
knowledgegraph,nell-dbpedia,Baseline,"[""year""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:year,=,1.0,http://dbpedia.org/ontology/Year,"[""Year""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive,simple match
knowledgegraph,nell-dbpedia,Baseline,"[""academicfield""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:academicfield,=,0.0,http://dbpedia.org/ontology/AcademicSubject,"[""AcademicSubject""]",[],"[""owl:Class"",""rdfs:Class""]",true,false negative,
knowledgegraph,nell-dbpedia,Baseline,"[""musicartist""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:musicartist,=,0.0,http://dbpedia.org/ontology/MusicalArtist,"[""MusicalArtist""]",[],"[""owl:Class"",""rdfs:Class""]",true,false negative,
knowledgegraph,nell-dbpedia,Baseline,"[""zoo""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:zoo,=,1.0,http://dbpedia.org/ontology/Zoo,"[""Zoo""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive,simple match
knowledgegraph,nell-dbpedia,Baseline,"[""artery""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:artery,=,1.0,http://dbpedia.org/ontology/Artery,"[""Artery""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive,simple match
knowledgegraph,nell-dbpedia,Baseline,"[""mountain""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:mountain,=,1.0,http://dbpedia.org/ontology/Mountain,"[""Mountain""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive,simple match
knowledgegraph,nell-dbpedia,Baseline,"[""sportsleague""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:sportsleague,=,0.0,http://dbpedia.org/ontology/SportsLeague,"[""SportsLeague""]",[],"[""owl:Class"",""rdfs:Class""]",true,false negative,
knowledgegraph,nell-dbpedia,Baseline,"[""shoppingmall""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:shoppingmall,=,0.0,http://dbpedia.org/ontology/ShoppingMall,"[""ShoppingMall""]",[],"[""owl:Class"",""rdfs:Class""]",true,false negative,
knowledgegraph,nell-dbpedia,Baseline,"[""model""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:model,=,1.0,http://dbpedia.org/ontology/Model,"[""Model""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive,simple match
knowledgegraph,nell-dbpedia,Baseline,"[""election""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:election,=,1.0,http://dbpedia.org/ontology/Election,"[""Election""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive,simple match
knowledgegraph,nell-dbpedia,Baseline,"[""televisionnetwork""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:televisionnetwork,=,0.0,http://dbpedia.org/ontology/BroadcastNetwork,"[""BroadcastNetwork""]",[],"[""owl:Class"",""rdfs:Class""]",true,false negative,
knowledgegraph,nell-dbpedia,Baseline,"[""bridge""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:bridge,=,1.0,http://dbpedia.org/ontology/Bridge,"[""Bridge""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive,simple match
knowledgegraph,nell-dbpedia,Baseline,"[""televisionshow""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:televisionshow,=,0.0,http://dbpedia.org/ontology/TelevisionShow,"[""TelevisionShow""]",[],"[""owl:Class"",""rdfs:Class""]",true,false negative,
knowledgegraph,nell-dbpedia,Baseline,"[""journalist""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:journalist,=,1.0,http://dbpedia.org/ontology/Journalist,"[""Journalist""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive,simple match
knowledgegraph,nell-dbpedia,Baseline,"[""stadiumoreventvenue""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:stadiumoreventvenue,=,0.0,http://dbpedia.org/ontology/Stadium,"[""Stadium""]",[],"[""owl:Class"",""rdfs:Class""]",true,false negative,
knowledgegraph,nell-dbpedia,Baseline,"[""crustacean""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:crustacean,=,1.0,http://dbpedia.org/ontology/Crustacean,"[""Crustacean""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive,simple match
knowledgegraph,nell-dbpedia,Baseline,"[""mediatype""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:mediatype,=,0.0,http://dbpedia.org/ontology/Media,"[""Media""]",[],"[""owl:Class"",""rdfs:Class""]",true,false negative,
knowledgegraph,nell-dbpedia,Baseline,"[""hotel""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:hotel,=,1.0,http://dbpedia.org/ontology/Hotel,"[""Hotel""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive,simple match
knowledgegraph,nell-dbpedia,Baseline,"[""militaryconflict""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:militaryconflict,=,0.0,http://dbpedia.org/ontology/MilitaryConflict,"[""MilitaryConflict""]",[],"[""owl:Class"",""rdfs:Class""]",true,false negative,
knowledgegraph,nell-dbpedia,Baseline,"[""fungus""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:fungus,=,1.0,http://dbpedia.org/ontology/Fungus,"[""Fungus""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive,simple match
knowledgegraph,nell-dbpedia,Baseline,"[""sportsteam""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:sportsteam,=,0.0,http://dbpedia.org/ontology/SportsTeam,"[""SportsTeam""]",[],"[""owl:Class"",""rdfs:Class""]",true,false negative,
knowledgegraph,nell-dbpedia,Baseline,"[""amphibian""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:amphibian,=,1.0,http://dbpedia.org/ontology/Amphibian,"[""Amphibian""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive,simple match
knowledgegraph,nell-dbpedia,Baseline,"[""newspaper""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:newspaper,=,1.0,http://dbpedia.org/ontology/Newspaper,"[""Newspaper""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive,simple match
knowledgegraph,nell-dbpedia,Baseline,"[""cheese""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:cheese,=,1.0,http://dbpedia.org/ontology/Cheese,"[""Cheese""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive,simple match
knowledgegraph,nell-dbpedia,Baseline,"[""race""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:race,=,1.0,http://dbpedia.org/ontology/Race,"[""Race""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive,simple match
knowledgegraph,nell-dbpedia,Baseline,"[""politicalparty""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:politicalparty,=,0.0,http://dbpedia.org/ontology/PoliticalParty,"[""PoliticalParty""]",[],"[""owl:Class"",""rdfs:Class""]",true,false negative,
knowledgegraph,nell-dbpedia,Baseline,"[""musicgenre""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:musicgenre,=,0.0,http://dbpedia.org/ontology/MusicGenre,"[""MusicGenre""]",[],"[""owl:Class"",""rdfs:Class""]",true,false negative,
knowledgegraph,nell-dbpedia,Baseline,"[""convention""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:convention,=,1.0,http://dbpedia.org/ontology/Convention,"[""Convention""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive,simple match
knowledgegraph,nell-dbpedia,Baseline,"[""weapon""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:weapon,=,1.0,http://dbpedia.org/ontology/Weapon,"[""Weapon""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive,simple match
knowledgegraph,nell-dbpedia,Baseline,"[""videogame""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:videogame,=,0.0,http://dbpedia.org/ontology/VideoGame,"[""VideoGame""]",[],"[""owl:Class"",""rdfs:Class""]",true,false negative,
knowledgegraph,nell-dbpedia,Baseline,"[""architect""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:architect,=,1.0,http://dbpedia.org/ontology/Architect,"[""Architect""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive,simple match
knowledgegraph,nell-dbpedia,Baseline,"[""bird""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:bird,=,1.0,http://dbpedia.org/ontology/Bird,"[""Bird""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive,simple match
knowledgegraph,nell-dbpedia,Baseline,"[""beach""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:beach,=,1.0,http://dbpedia.org/ontology/Beach,"[""Beach""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive,simple match
knowledgegraph,nell-dbpedia,Baseline,"[""celebrity""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:celebrity,=,1.0,http://dbpedia.org/ontology/Celebrity,"[""Celebrity""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive,simple match
knowledgegraph,nell-dbpedia,Baseline,"[""hospital""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:hospital,=,1.0,http://dbpedia.org/ontology/Hospital,"[""Hospital""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive,simple match
knowledgegraph,nell-dbpedia,Baseline,"[""wine""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:wine,=,1.0,http://dbpedia.org/ontology/Wine,"[""Wine""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive,simple match
knowledgegraph,nell-dbpedia,Baseline,"[""trainstation""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:trainstation,=,0.0,http://dbpedia.org/ontology/RailwayStation,"[""RailwayStation""]",[],"[""owl:Class"",""rdfs:Class""]",true,false negative,
knowledgegraph,nell-dbpedia,Baseline,"[""religion""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:religion,=,0.0,http://dbpedia.org/ontology/Religious,"[""Religious""]",[],"[""owl:Class"",""rdfs:Class""]",true,false negative,
knowledgegraph,nell-dbpedia,Baseline,"[""criminal""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:criminal,=,1.0,http://dbpedia.org/ontology/Criminal,"[""Criminal""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive,simple match
knowledgegraph,nell-dbpedia,Baseline,"[""movie""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:movie,=,0.0,http://dbpedia.org/ontology/Film,"[""Film""]",[],"[""owl:Class"",""rdfs:Class""]",true,false negative,
knowledgegraph,nell-dbpedia,Baseline,"[""currency""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:currency,=,1.0,http://dbpedia.org/ontology/Currency,"[""Currency""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive,simple match
knowledgegraph,nell-dbpedia,Baseline,"[""country""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:country,=,1.0,http://dbpedia.org/ontology/Country,"[""Country""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive,simple match
knowledgegraph,nell-dbpedia,Baseline,"[""restaurant""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:restaurant,=,1.0,http://dbpedia.org/ontology/Restaurant,"[""Restaurant""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive,simple match
